Job Title,Salary,Company,Date,Location,Category
Ээлжийн ажилтан,"150,000 ₮",хувь хүн,2024-11-18,Хороо 9,Үйлдвэрлэл
Үйлдвэрийн туслах ажилтан,"1,400,000 ₮",хувь хүн,2024-11-18,Хороо 9,Үйлдвэрлэл
Дамп оператор /mt-86/,"3,000,000 ₮",хувь хүн,2024-11-18,Говь-Алтай,Уул уурхай
Зөөгч,"7,000 ₮",хувь хүн,2024-11-18,Хороо 17,"Pесторан, кафе, паб"
Үйлчлэгч,"1,400,000 ₮",хувь хүн,2024-11-18,Хороо 17,Үйлчилгээ
Үйлчлэгч,"1,200,000 ₮",хувь хүн,2024-11-18,Хороо 1,Үйлчилгээ
Сонгон шалгаруулалт хариуцсан хүний нөөцийн менежер,"2,000,000 ₮",хувь хүн,2024-11-18,Хороо 5,"Захиргаа, Хүний нөөц"
Бараа бэлтгэгч,"1,800,000 ₮",Нано Интернэйшнл ХХК,2024-11-18,Сонсголон,"Тээвэр, гааль, агуулах"
Худалдааны зөвлөх,"1,600,000 ₮",хувь хүн,2024-11-18,13-р хороолол,"Борлуулалт, худалдаа"
Чимэглэгч,"1,600,000 ₮",хувь хүн,2024-11-18,Хороо 14,Үйлдвэрлэл
Zuugch,"1,800,000 ₮",хувь хүн,2024-11-18,Зайсан,"Pесторан, кафе, паб"
Зөөгч,"80,000 ₮",хувь хүн,2024-11-18,13-р хороолол,"Pесторан, кафе, паб"
Худалдааны зөвлөх,"2,000,000 ₮",хувь хүн,2024-11-18,40 мянгат,"Борлуулалт, худалдаа"
Харуул,"1,000,000 ₮",хувь хүн,2024-11-18,16-р хороолол,Харуул хамгаалалт
"Уид, нц ээлжээр ажиллах худалдааны зөвлөх","2,000,000 ₮",хувь хүн,2024-11-18,40 мянгат,"Борлуулалт, худалдаа"
Photo video editer,"1,500,000 ₮",хувь хүн,2024-11-18,Хороо 8,"Дизайн, урлаг, уран сайхан"
Худалдааны зөвлөх /эмэгтэй/,"2,800,000 ₮",хувь хүн,2024-11-18,Зайсан,"Борлуулалт, худалдаа"
Диспетчер,"1,900,000 ₮",хувь хүн,2024-11-18,Орбит,"Тээвэр, гааль, агуулах"
Солонгосын 12 толгойтой swf хатгамлын машин дээр ажиллах хатгамалчин,"1,500,000 ₮",хувь хүн,2024-11-18,Хороо 11,Үйлдвэрлэл
Xарилцагчийн үйлчилгээ угталтын ажилтан,"1,200,000 ₮",хувь хүн,2024-11-18,Хороо 15,"Pесторан, кафе, паб"
Савлагч /эрэгтэй/,"2,800,000 ₮",хувь хүн,2024-11-18,Амгалан,Үйлдвэрлэл
Зурагтад байрлах хаяг рекламын компанид туслах ажилтан,"1,400,000 ₮",хувь хүн,2024-11-18,Хороо 3,Туслах ажилчин
Хүнсний 1-р дэлгүүрийн урд хаяг рекламын компанид худалдааны зөвлөх,"1,500,000 ₮",хувь хүн,2024-11-18,Хороо 3,"Борлуулалт, худалдаа"
Барианы сувилагч,"1,600,000 ₮",Хан тэгри мэд ХХК,2024-11-18,Төв,"Эрүүл мэнд, эм зүй"
худалдааны зөвлөх,"1,500,000 ₮",хувь хүн,2024-11-18,Хороо 1,"Борлуулалт, худалдаа"
Жолооч,"2,700,000 ₮",хувь хүн,2024-11-18,Орбит,"Тээвэр, гааль, агуулах"
Аж ахуйн ажилтан,"1,300,000 ₮",Хан тэгри мэд ХХК,2024-11-18,Төв,Үйлчилгээ
Гэрийн үйлчлэгч,"1,800,000 ₮",хувь хүн,2024-11-18,Яармаг,Үйлчилгээ
Сантехникч,"1,600,000 ₮",Хан тэгри мэд ХХК,2024-11-18,Төв,Үйлчилгээ
Барааны нярав,"1,600,000 ₮",Хан тэгри мэд ХХК,2024-11-18,Төв,"Банк, санхүү, нябо, нярав"
Өрөө үйлчлэгч,"1,500,000 ₮",хувь хүн,2024-11-18,Модны 2,"Аялал жуулчлал, зочид буудал"
Ресепшин,"112,500 ₮",хувь хүн,2024-11-18,10-р хороолол,"Аялал жуулчлал, зочид буудал"
"Ховдын хөшөөтийн уурхай, хэнтийн бор-өндөрт хамгаалагч","1,800,000 ₮",хувь хүн,2024-11-18,10-р хороолол,Харуул хамгаалалт
Үл хөдлөх хөрөнгө жуучлагч,"3,000,000 ₮",Amar JIm Urguu LLC,2024-11-18,Хороо 3,"Борлуулалт, худалдаа"
Цэвэр усны үйлдвэрт ажилтан,"1,500,000 ₮",хувь хүн,2024-11-18,Хороо 1,Үйлдвэрлэл
Оёдолчин,"2,000,000 ₮",хувь хүн,2024-11-18,Хороо 2,Үйлдвэрлэл
"Борлуулалт, гадаад худалдааны менежер","3,000,000 ₮",хувь хүн,2024-11-18,Хороо 8,"Борлуулалт, худалдаа"
Худалдааны зөвлөх,"1,200,000 ₮",хувь хүн,2024-11-18,220 мянгат,"Борлуулалт, худалдаа"
Мужааний үйлдвэрт туслах,"2,000,000 ₮",хувь хүн,2024-11-18,Хороо 1,Үйлдвэрлэл
Худалдагч,"1,800,000 ₮",хувь хүн,2024-11-18,Хороо 11,"Борлуулалт, худалдаа"
Худалдааны төлөөлөгч,"3,000,000 ₮",хувь хүн,2024-11-18,Хороо 23,"Борлуулалт, худалдаа"
Бараа буулгагч,"2,100,000 ₮",Эко Кластер ХХК,2024-11-18,5 шар,Үйлдвэрлэл
Худалдагч бараа өрөгч,"1,500,000 ₮",хувь хүн,2024-11-18,Яармаг,"Борлуулалт, худалдаа"
Англи хэлний үндсэн багш,"2,000,000 ₮",хувь хүн,2024-11-18,Төв,"Боловсрол, шинжлэх ухаан"
Үйлдвэрийн түр ажилтан,"1,800,000 ₮",хувь хүн,2024-11-18,Хороо 18,Үйлдвэрлэл
Бармен,"110,000 ₮",Томоха ХХК,2024-11-18,25-р эмийн сан,"Pесторан, кафе, паб"
Зөөгч,"95,000 ₮",Томоха ХХК,2024-11-18,25-р эмийн сан,"Pесторан, кафе, паб"
Угтах ажилтан,"1,000,000 ₮",хувь хүн,2024-11-18,4 хороолол,"Захиргаа, Хүний нөөц"
Амгаланд ойр гэртэй ачигч,"1,800,000 ₮",Баттрейд Си ХХК,2024-11-18,Ботаник,Туслах ажилчин
Супермаркетад худалдааны зөвлөх,"1,300,000 ₮",Баттрейд Си ХХК,2024-11-18,13-р хороолол,"Борлуулалт, худалдаа"
"Хотод оффис, дэлгүүрийн хамгаалагч","90,000 ₮",Баттрейд Си ХХК,2024-11-18,Хороо 1,Харуул хамгаалалт
"В,с ангиллын мэргэшсэн жолооч","2,000,000 ₮",Баттрейд Си ХХК,2024-11-18,Хороо 10,"Тээвэр, гааль, агуулах"
Оффист үйлчлэгч,"1,000,000 ₮",Баттрейд Си ХХК,2024-11-18,Хороо 1,Үйлчилгээ
Чихэр савлагч,"1,500,000 ₮",Баттрейд Си ХХК,2024-11-18,Хороо 10,Үйлдвэрлэл
Үйлчлэгч,"1,100,000 ₮",хувь хүн,2024-11-18,Хороо 20,Үйлчилгээ
Сантехникийн засварчин,"2,000,000 ₮",Голд Компас ХХК,2024-11-18,Нисэх,"Барилга, дэд бүтэц"
"Хэнтий аймаг, бор өндөр суманд харуул хамгаалалтын ажилтан","1,680,000 ₮",хувь хүн,2024-11-18,10-р хороолол,Харуул хамгаалалт
Үйлчлэгч,"1,200,000 ₮",хувь хүн,2024-11-18,120 мянгат,Үйлчилгээ
Төрийн өмчит байгууллагад агуулахын нярав,"1,800,000 ₮",хувь хүн,2024-11-18,16-р хороолол,"Банк, санхүү, нябо, нярав"
Худалдааны зөвлөх,"1,570,000 ₮",МАКС ЛАЙН ХХК,2024-11-18,Хороо 3,"Борлуулалт, худалдаа"
Түргэн хоолны ресторанд ажилтан,"1,500,000 ₮",хувь хүн,2024-11-18,13-р хороолол,"Pесторан, кафе, паб"
Сэлхэд эх хүүхдийн амралтанд бариач,"2,000,000 ₮",хувь хүн,2024-11-18,Хороо 20,"Эрүүл мэнд, эм зүй"
Сэлхэд гэр бүлийн амралтанд үйлчлэгч,"1,500,000 ₮",хувь хүн,2024-11-18,Хороо 1,Үйлчилгээ
Сантехникч,"1,200,000 ₮",хувь хүн,2024-11-18,Баруун 4 зам,"Барилга, дэд бүтэц"
Худалдааны зөвлөх,"1,050,000 ₮",хувь хүн,2024-11-18,Хороо 15,"Борлуулалт, худалдаа"
Цахилгаанчин,"1,300,000 ₮",хувь хүн,2024-11-18,Баруун 4 зам,"Барилга, дэд бүтэц"
Гал тогооны бэлтгэгч,"1,700,000 ₮",хувь хүн,2024-11-18,Хүннү,"Pесторан, кафе, паб"
Угаагч,"1,500,000 ₮",хувь хүн,2024-11-18,5 шар,"Pесторан, кафе, паб"
"Талх, нарийн боовны технологи дамжлагын ажилтан","1,700,000 ₮",хувь хүн,2024-11-18,5 шар,Үйлдвэрлэл
Гоймонгийн үйлдвэрийн хайрцаглагч,"1,700,000 ₮",хувь хүн,2024-11-18,5 шар,Үйлдвэрлэл
Гоймонгийн үйлдвэрийн ачигч,"1,700,000 ₮",хувь хүн,2024-11-18,5 шар,Туслах ажилчин
Гоймонгийн үйлдвэрийн савлагч,"1,600,000 ₮",хувь хүн,2024-11-18,5 шар,Үйлдвэрлэл
Борлуулагч,"1,800,000 ₮",хувь хүн,2024-11-18,5 шар,"Борлуулалт, худалдаа"
Угаагч,"70,000 ₮",хувь хүн,2024-11-18,Хороо 1,"Pесторан, кафе, паб"
Үйлчлэгч,"1,800,000 ₮",хувь хүн,2024-11-18,Хороо 3,Үйлчилгээ
Харуул,"100,000 ₮",хувь хүн,2024-11-18,Хороо 3,Харуул хамгаалалт
Зөөгч,"1,300,000 ₮",United Resources LLC,2024-11-18,Зайсан,"Pесторан, кафе, паб"
Туслах тогооч,"1,800,000 ₮",United Resources LLC,2024-11-18,Фонтам,"Pесторан, кафе, паб"
Үйлчлэгч,"1,200,000 ₮",хувь хүн,2024-11-18,Хороо 4,Үйлчилгээ
Схд-т хамгаалагч,"850,000 ₮",хувь хүн,2024-11-18,Хороо 32,Харуул хамгаалалт
Хамгаалагч,"1,100,000 ₮",хувь хүн,2024-11-18,Хороо 1,Харуул хамгаалалт
Харуул,"1,200,000 ₮",хувь хүн,2024-11-18,Хороо 1,Харуул хамгаалалт
Цехийн туслах /эрэгтэй/,"1,500,000 ₮",хувь хүн,2024-11-18,10-р хороолол,Үйлдвэрлэл
Шуурхай бүлгийн жолооч,"140,000 ₮",хувь хүн,2024-11-18,Дөлгөөн нуур,"Тээвэр, гааль, агуулах"
хамгаалагч,"1,300,000 ₮",хувь хүн,2024-11-18,Дөлгөөн нуур,Харуул хамгаалалт
Камер хяналтын оператор,"1,500,000 ₮",хувь хүн,2024-11-18,Хороо 1,Харуул хамгаалалт
Хамгаалагч,"100,000 ₮",хувь хүн,2024-11-18,Хороо 1,Харуул хамгаалалт
Борлуулалтын менежер,"3,200,000 ₮",хувь хүн,2024-11-18,Хороо 32,"Борлуулалт, худалдаа"
Кранист,"2,500,000 ₮",Ворлд бридж ложистик ХХК,2024-11-18,Дорноговь,"Барилга, дэд бүтэц"
Цагийн зөөгч,"60,000 ₮",хувь хүн,2024-11-18,Улаанхуаран,"Pесторан, кафе, паб"
Түгээгч жолооч,"2,000,000 ₮",хувь хүн,2024-11-18,Хороо 14,"Борлуулалт, худалдаа"
D ангилалтай жолооч,"1,500,000 ₮",хувь хүн,2024-11-18,Хороо 5,"Тээвэр, гааль, агуулах"
Зогсоолын манаач,"60,000 ₮",хувь хүн,2024-11-18,Хороо 18,Харуул хамгаалалт
"Брэнд менежер/англи, солонгос хэлний аль нэг/","2,500,000 ₮",хувь хүн,2024-11-18,Хороо 1,"Борлуулалт, худалдаа"
Жолооч / b ангилал /,"1,200,000 ₮",хувь хүн,2024-11-18,Хороо 1,"Тээвэр, гааль, агуулах"
Түгээлтийн жолооч,"2,350,000 ₮",Тнгри Инвест ХХК,2024-11-18,Хороо 20,"Борлуулалт, худалдаа"
Тоног төхөөрөмжийн оператор,"2,250,000 ₮",Тнгри Инвест ХХК,2024-11-18,Москва хороолол,Үйлдвэрлэл
Аж ахуйн ажилтан,"2,000,000 ₮",хувь хүн,2024-11-18,Хороо 26,Үйлчилгээ
Агуулахын ачигч,"2,000,000 ₮",Тнгри Инвест ХХК,2024-11-18,Москва хороолол,Туслах ажилчин
"Түгээгч, жолооч","2,000,000 ₮",Палома ХХК,2024-11-18,10-р хороолол,"Борлуулалт, худалдаа"
Хамгаалагч,"1,100,000 ₮",НэрАляска вольф секъюрити ХХК,2024-11-18,Хороо 5,Харуул хамгаалалт
Захиалгын оператор,"1,400,000 ₮",хувь хүн,2024-11-18,4 хороолол,"МТ, харилцаа холбоо"
Тавилгын дизайнер,"2,000,000 ₮",SUT design LLC,2024-11-18,Хороо 2,"Дизайн, урлаг, уран сайхан"
Оператор,"1,300,000 ₮",НэрАляска вольф секъюрити ХХК,2024-11-18,Хороо 5,"МТ, харилцаа холбоо"
Барилгын цахилгаанчин,"2,500,000 ₮",хувь хүн,2024-11-18,Хороо 11,"Барилга, дэд бүтэц"
Туслах тогооч,"1,800,000 ₮",хувь хүн,2024-11-18,Хороо 1,"Pесторан, кафе, паб"
Үйлчлэгч,"2,000,000 ₮",хувь хүн,2024-11-18,Амгалан,Үйлчилгээ
Салат хачрын тогооч,"2,000,000 ₮",хувь хүн,2024-11-18,Хороо 1,"Pесторан, кафе, паб"
Ресторанд зөөгч,"1,500,000 ₮",хувь хүн,2024-11-18,Хороо 1,"Pесторан, кафе, паб"
Ресторанд ээлжийн угаагч,"1,500,000 ₮",хувь хүн,2024-11-18,Хороо 2,"Pесторан, кафе, паб"
наш хүнсний дэлгүүрт кассын ажилтан,"1,600,000 ₮",БИ ТИ АЙ ХХК,2024-11-18,Хурд,"Борлуулалт, худалдаа"
Мерчиндайзер,"1,500,000 ₮",хувь хүн,2024-11-18,Мишээл,"Борлуулалт, худалдаа"
Оффист үйлчлэгч,"1,000,000 ₮",хувь хүн,2024-11-18,Тэнгис кино театр,Үйлчилгээ
Борлуулалтын менежер,"2,500,000 ₮",хувь хүн,2024-11-18,Зайсан,"Борлуулалт, худалдаа"
Тавилгын үйлдвэрт мужаан,"3,000,000 ₮",хувь хүн,2024-11-18,Хороо 14,Үйлдвэрлэл
Uilchlegch,"1,500,000 ₮",хувь хүн,2024-11-18,Хороо 8,"Pесторан, кафе, паб"
Жолооч,"2,000,000 ₮",Ишган Трейд ХХК,2024-11-18,Хороо 20,"Борлуулалт, худалдаа"
